date, pm25, pm10, o3, no2, so2
2022/12/1, 27, 12, 6, 18, 2
2022/12/2, 26, 19, 5, 24, 3
2022/12/3, 44, 15, 12, 18, 3
2022/12/4, 40, 16, 8, 17, 3
2022/12/5, 35, 15, 13, 19, 3
2022/12/6, 43, 14, 23, 16, 3
2022/12/7, 42, 26, 28, 27, 3
2022/12/8, 63, 34, 12, 31, 3
2022/12/9, 73, 23, 17, 23, 3
2022/12/10, 56, 30, 21, 15, 3
2022/12/11, 75, 35, 13, 20, 3
2022/12/12, 86, 33, 14, 22, 3
2022/12/13, 83, 8, 13, 20, 2
2022/12/14, 32, 6, 13, 16, 2
2022/12/15, 26, 9, 11, 20, 3
2022/12/16, 29, 28, 23, 18, 2
2022/12/17, 63, 20, 25, 13, 2
2022/12/18, 36, 21, 23, 25, 3
2022/12/19, 41, 23, 27, 20, 3
2022/12/20, 47, 27, 22, 31, 4
2022/12/21, 59, 24, 28, 26, 4
2022/12/22, 54, 28, 28, 26, 3
2022/12/23, 54, 26, 28, 28, 3
2022/12/24, 52, 33, 36, 22, 3
2022/12/25, 65, 32, 40, 22, 3
2022/12/26, 63, 32, 39, 15, 3
2022/12/27, 66, 39, 39, 19, 3
2022/12/28, 77, 55, 28, 26, 4
2022/12/29, 128, 42, 24, 24, 3
2022/12/30, 107, 26, 31, 17, 3
2022/12/31, 71, 24, 23, 16, 3
2023/1/1, 67, 27, 26, 14, 3
2022/7/1, 20, 15, 21, 6, 3
2022/7/2, 28, 27, 15, 12, 3
2022/7/3, 51, 24, 12, 14, 3
2022/7/4, 49, 20, 12, 16, 3
2022/7/5, 50, 17, 11, 19, 3
2022/7/6, 44, 14, 7, 21, 3
2022/7/7, 40, 9, 10, 13, 3
2022/7/8, 26, 9, 10, 10, 3
2022/7/9, 20, 8, 12, 10, 3
2022/7/10, 20, 14, 8, 18, 3
2022/7/11, 32, 14, 10, 15, 3
2022/7/12, 25, 10, 11, 15, 3
2022/7/13, 16, 9, 10, 16, 3
2022/7/14, 27, 11, 8, 16, 3
2022/7/15, 25, 14, 9, 15, 3
2022/7/16, 37, 19, 11, 10, 3
2022/7/17, 41, 19, 11, 15, 3
2022/7/18, 42, 16, 8, 19, 3
2022/7/19, 41, 14, 7, 16, 3
2022/7/20, 32, 13, 10, 17, 3
2022/7/21, 30, 19, 21, 28, 4
2022/7/22, 45, 16, 21, 23, 4
2022/7/23, 51, 20, 38, 20, 4
2022/7/24, 52, 26, 31, 26, 3
2022/7/25, 67, 17, 17, 21, 4
2022/7/26, 48, 11, 14, 20, 4
2022/7/27, 27, 16, 35, 23, 4
2022/7/28, 40, 22, 32, 28, 4
2022/7/29, 59, 28, 27, 40, 4
2022/7/30, 72, 34, 68, 34, 5
2022/7/31, 85, 12, 19, 18, 4
2022/8/1, 34, 10, 24, 21, 4
2022/8/2, 25, 14, 20, 30, 4
2022/8/3, 36, 10, 7, 27, 4
2022/8/4, 28, 8, 15, 23, 4
2022/8/5, 19, 9, 8, 14, 4
2022/8/6, 21, 11, 12, 9, 4
2022/8/7, 18, 13, 9, 14, 4
2022/8/8, 25, 11, 10, 12, 2
2022/8/9, 17, 14, 13, 12, 1
2022/8/10, 19, 11, 11, 13, 
2022/8/11, 20, 11, 4, 19, 1
2022/8/12, 24, 11, 13, 19, 1
2022/8/13, 23, 12, 12, 17, 1
2022/8/14, 30, 12, 11, 20, 1
2022/8/15, 30, 9, 11, 14, 1
2022/8/16, 20, 6, 9, 12, 
2022/8/17, 12, 7, 7, 16, 1
2022/8/18, 16, 5, 8, 13, 1
2022/8/19, 12, 9, 9, 15, 1
2022/8/20, 14, 10, 11, 12, 1
2022/8/21, 17, 13, 16, 17, 1
2022/8/22, 26, 31, 64, 37, 2
2022/8/23, 61, 24, 30, 22, 1
2022/8/24, 54, 13, 21, 10, 1
2022/8/25, 17, 16, 5, 17, 1
2022/8/26, 24, 19, 21, 23, 1
2022/8/27, 41, 26, 48, 22, 2
2022/8/28, 60, 21, 38, 19, 1
2022/8/29, 54, 19, 15, 27, 1
2022/8/30, 51, 34, 64, 36, 2
2022/8/31, 82, 24, 27, 27, 1
2022/9/1, 66, 20, 29, 24, 1
2022/9/2, 56, 30, 53, 27, 2
2022/9/3, 66, 23, 45, 20, 2
2022/9/4, 52, 33, 81, 33, 2
2022/9/5, 66, 31, 67, 26, 2
2022/9/6, 72, 21, 38, 19, 1
2022/9/7, 52, 24, 42, 16, 1
2022/9/8, 53, 31, 55, 31, 2
2022/9/9, 57, 39, 49, 22, 1
2022/9/10, 79, 40, 69, 19, 2
2022/9/11, 88, 45, 109, 34, 3
2022/9/12, 101, 46, 98, 56, 4
2022/9/13, 91, 41, 86, 41, 3
2022/9/14, 81, 32, 75, 38, 3
2022/9/15, 69, 44, 78, 43, 3
2022/9/16, 100, 42, 54, 34, 2
2022/9/17, 96, 34, 46, 21, 2
2022/9/18, 86, 27, 35, 37, 2
2022/9/19, 69, 30, 56, 21, 1
2022/9/20, 73, 36, 56, 15, 1
2022/9/21, 58, 29, 49, 18, 1
2022/9/22, 51, 30, 40, 22, 1
2022/9/23, 54, 31, 58, 15, 1
2022/9/24, 62, 38, 56, 13, 2
2022/9/25, 61, 27, 41, 17, 2
2022/9/26, 47, 20, 22, 16, 2
2022/9/27, 40, 20, 25, 14, 2
2022/9/28, 39, 18, 25, 15, 1
2022/9/29, 36, 11, 11, 15, 1
2022/9/30, 22, 13, 16, 12, 1
2022/4/1, 48, 9, 29, 17, 3
2022/4/2, 28, 20, 37, 16, 4
2022/4/3, 51, 46, 46, 22, 4
2022/4/4, 65, 42, 40, 21, 4
2022/4/5, 65, 32, 42, 28, 4
2022/4/6, 65, 29, 40, 16, 3
2022/4/7, 57, 38, 45, 29, 4
2022/4/8, 62, 31, 46, 17, 3
2022/4/9, 54, 32, 41, 15, 4
2022/4/10, 61, 29, 14, 27, 4
2022/4/11, 64, 22, 14, 22, 3
2022/4/12, 52, 21, 13, 20, 4
2022/4/13, 51, 32, 56, 42, 4
2022/4/14, 68, 19, 43, 12, 3
2022/4/15, 46, 27, 45, 11, 3
2022/4/16, 52, 34, 54, 11, 4
2022/4/17, 67, 31, 49, 16, 4
2022/4/18, 68, 11, 11, 20, 3
2022/4/19, 35, 21, 39, 18, 3
2022/4/20, 51, 41, 44, 24, 3
2022/4/21, 94, 28, 27, 21, 3
2022/4/22, 66, 21, 13, 17, 3
2022/4/23, 56, 16, 13, 16, 4
2022/4/24, 50, 18, 6, 18, 4
2022/4/25, 54, 21, 5, 21, 4
2022/4/26, 57, 21, 6, 21, 4
2022/4/27, 59, 18, 13, 16, 4
2022/4/28, 49, 22, 14, 19, 4
2022/4/29, 57, 23, 28, 20, 4
2022/4/30, 53, 13, 34, 10, 4
2022/5/1, 35, 8, 18, 15, 4
2022/5/2, 18, 24, 43, 20, 4
2022/5/3, 53, 31, 39, 19, 4
2022/5/4, 50, 32, 36, 24, 4
2022/5/5, 60, 27, 35, 23, 4
2022/5/6, 59, 24, 38, 20, 4
2022/5/7, 54, 26, 53, 10, 4
2022/5/8, 64, 27, 41, 13, 4
2022/5/9, 69, 20, 19, 22, 4
2022/5/10, 47, 13, 6, 22, 5
2022/5/11, 38, 11, 3, 22, 5
2022/5/12, 37, 10, 7, 24, 5
2022/5/13, 37, 5, 27, 19, 5
2022/5/14, 16, 5, 34, 9, 5
2022/5/15, 11, 8, 19, 19, 5
2022/5/16, 18, 16, 48, 18, 3
2022/5/17, 40, 30, 56, 18, 
2022/5/18, 53, 29, 43, 21, 
2022/5/19, 56, 31, 33, 24, 
2022/5/20, 65, 31, 38, 26, 1
2022/5/21, 68, 29, 40, 14, 
2022/5/22, 62, 18, 33, 19, 
2022/5/23, 53, 11, 23, 22, 
2022/5/24, 42, 11, 19, 19, 1
2022/5/25, 36, 15, 13, 24, 1
2022/5/26, 44, 21, 8, 24, 1
2022/5/27, 52, 21, 7, 21, 1
2022/5/28, 49, 16, 9, 16, 1
2022/5/29, 41, 16, 10, 20, 1
2022/5/30, 38, 14, 10, 22, 1
2022/5/31, 45, 21, 10, 19, 1
2022/6/1, 48, 15, 8, 17, 1
2022/6/2, 39, 18, 13, 11, 1
2022/6/3, 48, 21, 13, 13, 1
2022/6/4, 51, 18, 16, 10, 1
2022/6/5, 43, 18, 14, 19, 1
2022/6/6, 45, 15, 9, 24, 2
2022/6/7, 42, 13, 8, 24, 2
2022/6/8, 36, 14, 4, 27, 2
2022/6/9, 37, 10, 7, 26, 2
2022/6/10, 31, 18, 7, 26, 2
2022/6/11, 42, 19, 13, 15, 2
2022/6/12, 44, 18, 10, 16, 2
2022/6/13, 45, 18, 11, 21, 2
2022/6/14, 47, 16, 6, 24, 2
2022/6/15, 40, 15, 7, 20, 2
2022/6/16, 31, 11, 6, 13, 2
2022/6/17, 25, 14, 5, 13, 2
2022/6/18, 33, 16, 10, 13, 2
2022/6/19, 38, 21, 8, 15, 2
2022/6/20, 43, 17, 8, 15, 3
2022/6/21, 37, 16, 7, 16, 2
2022/6/22, 30, 13, 13, 20, 2
2022/6/23, 29, 12, 10, 20, 2
2022/6/24, 35, 9, 10, 16, 2
2022/6/25, 26, 5, 11, 13, 2
2022/6/26, 17, 9, 8, 15, 2
2022/6/27, 22, 9, 11, 20, 2
2022/6/28, 23, 9, 9, 13, 3
2022/6/29, 22, 10, 8, 14, 3
2022/6/30, 28, 12, 17, 9, 3
2022/1/3, 73, 42, 44, 24, 2
2022/1/4, 85, 27, 34, 29, 2
2022/1/5, 66, 38, 43, 25, 2
2022/1/6, 89, 48, 34, 22, 2
2022/1/7, 97, 41, 29, 24, 2
2022/1/8, 87, 40, 34, 21, 2
2022/1/9, 82, 35, 29, 24, 2
2022/1/10, 81, 26, 23, 23, 2
2022/1/11, 66, 37, 34, 22, 2
2022/1/12, 82, 44, 24, 24, 2
2022/1/13, 95, 55, 32, 24, 2
2022/1/14, 117, 51, 32, 26, 2
2022/1/15, 113, 40, 38, 21, 2
2022/1/16, 94, 40, 40, 20, 2
2022/1/17, 88, 34, 20, 23, 2
2022/1/18, 83, 19, 21, 28, 2
2022/1/19, 53, 26, 35, 23, 2
2022/1/20, 62, 33, 28, 19, 2
2022/1/21, 65, 6, 21, 17, 2
2022/1/22, 21, 9, 21, 20, 2
2022/1/23, 39, 17, 18, 27, 2
2022/1/24, 59, 19, 24, 19, 2
2022/1/25, 49, 33, 29, 22, 2
2022/1/26, 73, 26, 29, 21, 2
2022/1/27, 73, 23, 30, 20, 2
2022/1/28, 60, 22, 25, 19, 2
2022/1/29, 52, 11, 23, 15, 2
2022/1/30, 34, 15, 19, 11, 2
2022/1/31, 46, 13, 15, 14, 2
2022/2/1, 50, 4, 16, 11, 2
2022/2/2, 18, 4, 6, 17, 2
2022/2/3, 19, 11, 17, 17, 2
2022/2/4, 31, 16, 18, 12, 2
2022/2/5, 43, 28, 39, 12, 2
2022/2/6, 65, 24, 34, 20, 2
2022/2/7, 60, 11, 14, 19, 2
2022/2/8, 25, 22, 21, 20, 2
2022/2/9, 48, 23, 22, 19, 2
2022/2/10, 61, 14, 28, 18, 2
2022/2/11, 33, 20, 26, 19, 2
2022/2/12, 54, 26, 28, 16, 2
2022/2/13, 63, 11, 26, 20, 2
2022/2/14, 27, 25, 33, 21, 2
2022/2/15, 55, 42, 41, 19, 2
2022/2/16, 75, 27, 37, 13, 2
2022/2/17, 62, 17, 34, 14, 2
2022/2/18, 37, 4, 24, 16, 2
2022/2/19, 16, 2, 12, 12, 2
2022/2/20, 8, 5, 13, 25, 3
2022/2/21, 18, 10, 7, 29, 3
2022/2/22, 26, 11, 17, 21, 2
2022/2/23, 23, 15, 17, 24, 2
2022/2/24, 38, 22, 26, 25, 2
2022/2/25, 53, 32, 26, 33, 2
2022/2/26, 63, 37, 42, 26, 3
2022/2/27, 85, 31, 43, 17, 2
2022/2/28, 67, 34, 24, 40, 3
2022/3/1, 74, 42, 53, 33, 3
2022/3/2, 96, 44, 54, 17, 3
2022/3/3, 103, 41, 47, 30, 3
2022/3/4, 93, 44, 41, 46, 5
2022/3/5, 102, 44, 55, 11, 3
2022/3/6, 77, 33, 32, 22, 3
2022/3/7, 59, 17, 33, 18, 3
2022/3/8, 44, 22, 41, 18, 3
2022/3/9, 38, 26, 44, 15, 3
2022/3/10, 48, 29, 34, 22, 3
2022/3/11, 50, 27, 42, 20, 3
2022/3/12, 60, 31, 28, 18, 3
2022/3/13, 60, 26, 13, 27, 3
2022/3/14, 57, 22, 17, 23, 3
2022/3/15, 51, 29, 29, 20, 3
2022/3/16, 69, 26, 18, 21, 3
2022/3/17, 57, 39, 46, 36, 5
2022/3/18, 97, 41, 39, 24, 4
2022/3/19, 98, 26, 35, 12, 3
2022/3/20, 68, 37, 30, 17, 3
2022/3/21, 87, 21, 26, 20, 3
2022/3/22, 68, 7, 22, 16, 3
2022/3/23, 24, 6, 31, 11, 3
2022/3/24, 24, 15, 33, 16, 4
2022/3/25, 51, 23, 3, 17, 4
2022/3/26, 69, 26, 17, 15, 4
2022/3/27, 64, 10, 13, 14, 3
2022/3/28, 28, 12, 31, 17, 3
2022/3/29, 37, 22, 38, 13, 4
2022/3/30, 57, 17, 36, 24, 4
2022/3/31, 47, 23, 35, 15, 3
2021/10/1, 99, 31, 25, 22, 1
2021/10/2, 67, 20, 37, 12, 
2021/10/3, 46, 32, 35, 18, 
2021/10/4, 56, 35, 34, 15, 1
2021/10/5, 55, 38, 28, 18, 1
2021/10/6, 55, 23, 19, 15, 1
2021/10/7, 47, 6, 12, 15, 1
2021/10/8, 19, 12, 24, 5, 1
2021/10/9, 24, 25, 22, 14, 1
2021/10/10, 49, 29, 27, 31, 2
2021/10/11, 64, 20, 18, 17, 1
2021/10/12, 48, 13, 19, 6, 1
2021/10/13, 32, 18, 25, 15, 1
2021/10/14, 39, 14, 14, 16, 1
2021/10/15, 43, 23, 25, 19, 1
2021/10/16, 49, 14, 26, 13, 1
2021/10/17, 33, 21, 38, 18, 1
2021/10/18, 51, 33, 36, 23, 1
2021/10/19, 62, 30, 35, 23, 1
2021/10/20, 57, 22, 18, 24, 1
2021/10/21, 45, 11, 13, 20, 1
2021/10/22, 26, 23, 15, 23, 1
2021/10/23, 52, 20, 27, 19, 1
2021/10/24, 47, 18, 32, 22, 1
2021/10/25, 42, 28, 37, 20, 1
2021/10/26, 55, 35, 42, 19, 1
2021/10/27, 58, 32, 48, 17, 1
2021/10/28, 58, 43, 48, 16, 
2021/10/29, 76, 41, 39, 20, 1
2021/10/30, 78, 44, 67, 14, 1
2021/10/31, 87, 46, 57, 19, 1
2021/11/1, 82, 33, 50, 14, 1
2021/11/2, 60, 41, 51, 18, 1
2021/11/3, 75, 35, 40, 20, 1
2021/11/4, 71, 33, 32, 24, 1
2021/11/5, 69, 24, 13, 32, 2
2021/11/6, 56, 21, 40, 19, 1
2021/11/7, 56, 22, 22, 17, 1
2021/11/8, 29, 26, 26, 24, 2
2021/11/9, 43, 23, 28, 25, 2
2021/11/10, 48, 26, 32, 30, 2
2021/11/11, 49, 30, 38, 27, 2
2021/11/12, 57, 36, 43, 26, 3
2021/11/13, 61, 29, 41, 22, 2
2021/11/14, 63, 36, 45, 27, 2
2021/11/15, 66, 40, 39, 24, 2
2021/11/16, 73, 48, 37, 25, 2
2021/11/17, 90, 30, 19, 33, 2
2021/11/18, 62, 32, 34, 31, 2
2021/11/19, 79, 27, 40, 17, 1
2021/11/20, 57, 35, 36, 18, 1
2021/11/21, 66, 23, 15, 27, 2
2021/11/22, 47, 32, 21, 24, 2
2021/11/23, 59, 39, 25, 27, 2
2021/11/24, 68, 47, 17, 51, 3
2021/11/25, 76, 40, 41, 32, 2
2021/11/26, 74, 38, 36, 30, 2
2021/11/27, 66, 42, 41, 31, 2
2021/11/28, 74, 34, 34, 38, 2
2021/11/29, 69, 45, 31, 30, 2
2021/11/30, 77, 41, 28, 24, 2
2021/12/1, 62, 37, 26, 30, 2
2021/12/2, 57, 34, 26, 27, 2
2021/12/3, 54, 31, 33, 27, 2
2021/12/4, 58, 46, 49, 21, 2
2021/12/5, 74, 39, 37, 37, 2
2021/12/6, 67, 31, 52, 30, 2
2021/12/7, 57, 40, 52, 19, 1
2021/12/8, 62, 38, 37, 27, 1
2021/12/9, 62, 36, 40, 22, 1
2021/12/10, 65, 34, 44, 22, 2
2021/12/11, 63, 36, 44, 24, 2
2021/12/12, 73, 61, 39, 31, 2
2021/12/13, 141, 50, 45, 26, 2
2021/12/14, 102, 27, 34, 20, 2
2021/12/15, 65, 26, 26, 21, 2
2021/12/16, 55, 25, 16, 25, 2
2021/12/17, 54, 46, 28, 23, 2
2021/12/18, 97, 49, 35, 18, 3
2021/12/19, 92, 27, 35, 15, 2
2021/12/20, 62, 6, 21, 25, 2
2021/12/21, 20, 10, 20, 24, 2
2021/12/22, 32, 21, 28, 25, 2
2021/12/23, 53, 44, 28, 45, 3
2021/12/24, 103, 37, 32, 21, 2
2021/12/25, 86, 44, 13, 14, 2
2021/12/26, 105, 17, 9, 15, 1
2021/12/27, 58, 37, 10, 27, 2
2021/12/28, 88, 53, 5, 50, 3
2021/12/29, 108, 36, 27, 30, 2
2021/12/30, 76, 50, 48, 22, 2
2021/12/31, 93, 55, 41, 22, 2
2022/1/1, 105, 49, 39, 28, 2
2022/1/2, 115, 39, 36, 24, 2
2021/7/1, 53, 25, 11, 17, 2
2021/7/2, 54, 25, 12, 16, 2
2021/7/3, 53, 19, 16, 11, 2
2021/7/4, 45, 12, 9, 9, 1
2021/7/5, 26, 12, 7, 10, 1
2021/7/6, 21, 12, 11, 13, 1
2021/7/7, 27, 15, 9, 14, 1
2021/7/8, 23, 13, 11, 15, 1
2021/7/9, 34, 9, 10, 11, 1
2021/7/10, 23, 11, 9, 8, 
2021/7/11, 23, 13, 8, 13, 1
2021/7/12, 23, 11, 8, 15, 1
2021/7/13, 32, 9, 11, 17, 1
2021/7/14, 26, 13, 7, 13, 1
2021/7/15, 19, 14, 15, 17, 1
2021/7/16, 31, 7, 10, 11, 1
2021/7/17, 18, 10, 11, 10, 1
2021/7/18, 26, 7, 13, 10, 1
2021/7/19, 18, 7, 16, 15, 1
2021/7/20, 16, 8, 16, 15, 1
2021/7/21, 29, 25, 6, 20, 2
2021/7/22, 52, 33, 62, 45, 2
2021/7/23, 73, 31, 33, 39, 2
2021/7/24, 77, 23, 39, 28, 1
2021/7/25, 69, 20, 17, 26, 2
2021/7/26, 43, 43, 48, 34, 2
2021/7/27, 76, 27, 23, 30, 1
2021/7/28, 65, 19, 12, 24, 1
2021/7/29, 46, 17, 10, 20, 2
2021/7/30, 35, 19, 10, 21, 
2021/7/31, 44, 15, 19, 20, 1
2021/8/1, 45, 16, 20, 25, 1
2021/8/2, 47, 9, 16, 15, 
2021/8/3, 22, 16, 17, 23, 
2021/8/4, 43, 17, 25, 26, 
2021/8/5, 59, 25, 13, 32, 
2021/8/6, 75, 28, 15, 31, 
2021/8/7, 69, 24, 13, 20, 
2021/8/8, 60, 26, 9, 19, 
2021/8/9, 51, 28, 5, 20, 
2021/8/10, 53, 26, 6, 19, 1
2021/8/11, 51, 20, 6, 17, 
2021/8/12, 39, 16, 6, 18, 1
2021/8/13, 35, 15, 8, 16, 1
2021/8/14, 36, 13, 9, 15, 1
2021/8/15, 32, 16, 7, 18, 1
2021/8/16, 32, 17, 8, 20, 1
2021/8/17, 37, 16, 18, 21, 1
2021/8/18, 37, 18, 14, 23, 1
2021/8/19, 41, 13, 10, 23, 1
2021/8/20, 32, 10, 10, 18, 1
2021/8/21, 30, 8, 7, 14, 1
2021/8/22, 24, 10, 7, 16, 1
2021/8/23, 27, 12, 6, 16, 1
2021/8/24, 24, 15, 6, 18, 1
2021/8/25, 30, 12, 10, 13, 1
2021/8/26, 21, 12, 5, 17, 1
2021/8/27, 31, 15, 10, 16, 1
2021/8/28, 23, 20, 21, 14, 1
2021/8/29, 48, 23, 18, 16, 1
2021/8/30, 46, 22, 14, 17, 1
2021/8/31, 46, 14, 7, 13, 1
2021/9/1, 25, 13, 8, 16, 1
2021/9/2, 23, 8, 10, 20, 1
2021/9/3, 21, 10, 11, 20, 1
2021/9/4, 24, 8, 13, 12, 1
2021/9/5, 21, 13, 17, 17, 1
2021/9/6, 26, 15, 16, 14, 1
2021/9/7, 36, 16, 9, 18, 1
2021/9/8, 30, 26, 35, 24, 1
2021/9/9, 52, 24, 22, 20, 1
2021/9/10, 46, 29, 37, 36, 2
2021/9/11, 60, 36, 69, 30, 1
2021/9/12, 81, 25, 23, 28, 1
2021/9/13, 60, 19, 6, 24, 1
2021/9/14, 35, 24, 35, 37, 2
2021/9/15, 46, 29, 14, 44, 2
2021/9/16, 60, 35, 58, 35, 2
2021/9/17, 85, 25, 31, 18, 1
2021/9/18, 62, 14, 16, 10, 1
2021/9/19, 35, 11, 7, 16, 1
2021/9/20, 23, 15, 6, 24, 1
2021/9/21, 27, 9, 15, 11, 
2021/9/22, 19, 15, 7, 11, 
2021/9/23, 23, 18, 23, 15, 
2021/9/24, 34, 29, 34, 13, 
2021/9/25, 54, 37, 38, 17, 1
2021/9/26, 65, 39, 33, 27, 1
2021/9/27, 69, 37, 40, 29, 1
2021/9/28, 73, 39, 35, 36, 2
2021/9/29, 85, 41, 36, 36, 1
2021/9/30, 96, 41, 37, 23, 1
2021/4/1, 57, 19, 12, 14, 1
2021/4/2, 55, 22, 6, 22, 1
2021/4/3, 55, 26, 30, 17, 
2021/4/4, 59, 40, 41, 13, 
2021/4/5, 77, 54, 63, 16, 
2021/4/6, 92, 40, 47, 17, 
2021/4/7, 63, 37, 38, 20, 
2021/4/8, 59, 38, 43, 15, 
2021/4/9, 72, 47, 57, 15, 1
2021/4/10, 72, 34, 48, 12, 
2021/4/11, 55, 31, 27, 22, 
2021/4/12, 56, 24, 18, 25, 1
2021/4/13, 55, 30, 35, 21, 
2021/4/14, 62, 24, 31, 18, 
2021/4/15, 55, 26, 37, 20, 
2021/4/16, 56, 27, 39, 22, 1
2021/4/17, 64, 69, 79, 10, 1
2021/4/18, 93, 60, 65, 12, 1
2021/4/19, 73, 43, 48, 12, 1
2021/4/20, 63, 49, 37, 19, 1
2021/4/21, 70, 47, 34, 23, 1
2021/4/22, 70, 50, 26, 38, 3
2021/4/23, 85, 29, 33, 19, 1
2021/4/24, 62, 27, 31, 14, 1
2021/4/25, 58, 31, 32, 11, 1
2021/4/26, 53, 24, 25, 20, 1
2021/4/27, 58, 42, 19, 22, 1
2021/4/28, 72, 18, 16, 30, 1
2021/4/29, 35, 22, 32, 29, 1
2021/4/30, 52, 22, 46, 32, 2
2021/5/1, 58, 25, 33, 22, 1
2021/5/2, 78, 31, 34, 23, 
2021/5/3, 65, 34, 22, 18, 1
2021/5/4, 61, 21, 35, 36, 1
2021/5/5, 62, 47, 38, 20, 
2021/5/6, 73, 36, 23, 30, 1
2021/5/7, 68, 26, 11, 24, 2
2021/5/8, 61, 19, 16, 15, 1
2021/5/9, 57, 17, 11, 15, 1
2021/5/10, 42, 16, 10, 15, 1
2021/5/11, 40, 18, 9, 14, 1
2021/5/12, 47, 19, 7, 16, 1
2021/5/13, 53, 17, 7, 17, 1
2021/5/14, 52, 17, 11, 18, 1
2021/5/15, 45, 13, 12, 11, 1
2021/5/16, 39, 15, 11, 12, 1
2021/5/17, 41, 17, 8, 14, 1
2021/5/18, 52, 15, 12, 11, 1
2021/5/19, 48, 17, 12, 14, 1
2021/5/20, 44, 14, 7, 14, 1
2021/5/21, 35, 16, 6, 16, 1
2021/5/22, 40, 7, 12, 11, 1
2021/5/23, 21, 13, 9, 17, 1
2021/5/24, 28, 9, 6, 19, 1
2021/5/25, 29, 11, 6, 17, 1
2021/5/26, 29, 10, 6, 16, 2
2021/5/27, 27, 10, 8, 15, 1
2021/5/28, 29, 13, 8, 14, 1
2021/5/29, 36, 15, 11, 11, 1
2021/5/30, 44, 20, 14, 17, 1
2021/5/31, 47, 10, 12, 21, 1
2021/6/1, 35, 16, 7, 21, 2
2021/6/2, 42, 18, 9, 18, 1
2021/6/3, 48, 17, 6, 23, 2
2021/6/4, 50, 33, 38, 35, 3
2021/6/5, 67, 48, 92, 28, 3
2021/6/6, 105, 20, 37, 16, 1
2021/6/7, 54, 22, 30, 16, 1
2021/6/8, 56, 11, 14, 14, 1
2021/6/9, 36, 16, 14, 12, 2
2021/6/10, 39, 12, 11, 11, 1
2021/6/11, 35, 14, 12, 12, 1
2021/6/12, 22, 13, 10, 11, 2
2021/6/13, 24, 12, 14, 13, 2
2021/6/14, 26, 15, 10, 16, 2
2021/6/15, 36, 23, 11, 14, 2
2021/6/16, 46, 20, 12, 14, 2
2021/6/17, 45, 17, 14, 16, 2
2021/6/18, 45, 21, 14, 15, 2
2021/6/19, 46, 20, 18, 12, 2
2021/6/20, 52, 24, 19, 19, 2
2021/6/21, 55, 19, 10, 30, 3
2021/6/22, 49, 12, 4, 29, 2
2021/6/23, 37, 10, 18, 22, 2
2021/6/24, 35, 14, 19, 20, 2
2021/6/25, 40, 18, 5, 21, 2
2021/6/26, 50, 23, 10, 13, 2
2021/6/27, 56, 19, 12, 20, 2
2021/6/28, 51, 25, 12, 16, 2
2021/6/29, 56, 27, 13, 16, 2
2021/6/30, 54, 23, 14, 10, 2
2021/1/4, 85, 56, 39, 33, 3
2021/1/5, 93, 46, 36, 20, 1
2021/1/6, 84, 53, 29, 18, 2
2021/1/7, 114, 48, 14, 22, 1
2021/1/8, 80, 44, 18, 20, 1
2021/1/9, 57, 42, 22, 18, 2
2021/1/10, 61, 48, 16, 25, 3
2021/1/11, 71, 60, 22, 28, 3
2021/1/12, 83, 48, 25, 40, 2
2021/1/13, 72, 48, 33, 45, 2
2021/1/14, 83, 46, 34, 41, 2
2021/1/15, 73, 48, 41, 35, 1
2021/1/16, 84, 86, 42, 20, 3
2021/1/17, 136, 74, 24, 36, 3
2021/1/18, 121, 56, 39, 23, 1
2021/1/19, 82, 45, 40, 18, 1
2021/1/20, 64, 39, 28, 32, 2
2021/1/21, 72, 59, 7, 60, 4
2021/1/22, 119, 48, 22, 43, 2
2021/1/23, 100, 36, 40, 21, 1
2021/1/24, 80, 46, 36, 33, 1
2021/1/25, 84, 48, 31, 43, 1
2021/1/26, 91, 49, 35, 26, 1
2021/1/27, 101, 47, 36, 25, 1
2021/1/28, 89, 38, 42, 20, 1
2021/1/29, 65, 63, 39, 20, 1
2021/1/30, 85, 35, 37, 17, 1
2021/1/31, 58, 36, 24, 26, 1
2021/2/1, 60, 38, 45, 32, 1
2021/2/2, 71, 50, 41, 17, 
2021/2/3, 80, 49, 41, 19, 1
2021/2/4, 71, 41, 34, 24, 
2021/2/5, 67, 39, 24, 44, 1
2021/2/6, 71, 40, 47, 33, 1
2021/2/7, 85, 40, 42, 20, 1
2021/2/8, 79, 52, 44, 14, 
2021/2/9, 87, 20, 27, 19, 
2021/2/10, 38, 11, 14, 22, 1
2021/2/11, 25, 18, 18, 21, 1
2021/2/12, 56, 22, 25, 22, 1
2021/2/13, 58, 27, 30, 26, 1
2021/2/14, 59, 33, 33, 27, 1
2021/2/15, 82, 34, 32, 22, 1
2021/2/16, 69, 30, 30, 24, 1
2021/2/17, 62, 49, 34, 17, 1
2021/2/18, 85, 46, 29, 25, 1
2021/2/19, 73, 43, 27, 26, 1
2021/2/20, 78, 38, 41, 31, 
2021/2/21, 81, 36, 19, 40, 1
2021/2/22, 80, 32, 38, 30, 1
2021/2/23, 68, 39, 36, 20, 
2021/2/24, 67, 30, 28, 19, 
2021/2/25, 58, 28, 14, 27, 1
2021/2/26, 62, 21, 8, 16, 
2021/2/27, 57, 26, 33, 12, 
2021/2/28, 54, 26, 30, 24, 
2021/3/1, 53, 28, 30, 23, 
