date, pm25, pm10, o3, no2, so2
2017/8/14, 47, 17, 3, 19, 4
2017/8/15, 38, 21, 3, 21, 4
2017/8/16, 39, 21, 4, 24, 4
2017/8/17, 51, 20, 14, 17, 5
2017/8/18, 53, 19, 12, 19, 6
2017/8/19, 44, 23, 26, 27, 7
2017/8/20, 57, 38, 42, 46, 6
2017/8/21, 82, 46, 54, 26, 3
2017/8/22, 108, 16, 21, 5, 
2017/8/23, 33, 26, 12, 13, 1
2017/8/24, 48, 18, 18, 9, 1
2017/8/25, 38, 19, 26, 10, 1
2017/8/26, 44, 17, 16, 7, 
2017/8/27, 22, 15, 8, 17, 2
2017/8/28, 27, 14, 13, 42, 4
2017/8/29, 24, , 18, 50, 6
2017/9/1, 111, , 24, 56, 7
2017/9/2, 109, , 34, 46, 5
2017/9/3, 98, , 16, 30, 1
2017/9/4, 55, 32, 6, 24, 3
2017/9/5, 59, 27, 7, 13, 1
2017/9/6, 60, , , , 
2017/9/11, 64, 38, 47, 33, 3
2017/9/12, 86, 32, 34, 12, 
2017/9/13, 63, 41, 44, 14, 1
2017/9/14, 73, 37, 39, 22, 
2017/9/15, 70, 58, 74, 55, 7
2017/9/16, 115, 66, 78, 44, 7
2017/9/17, 141, 56, 51, 21, 3
2017/9/18, 119, 39, 41, 14, 1
2017/9/19, 76, 34, 31, 12, 
2017/9/20, 74, 24, 19, 14, 1
2017/9/21, 58, 18, 18, 9, 
2017/9/22, 50, 26, 23, 10, 
2017/9/23, 61, 23, 24, 7, 
2017/9/24, 45, 18, 10, 13, 
2017/9/25, 29, 21, 12, 17, 2
2017/9/26, 37, 30, 14, 35, 6
2017/9/27, 66, 23, 10, 24, 5
2017/9/28, 53, 13, 19, 9, 1
2017/9/29, 28, 31, 34, 9, 1
2017/9/30, 63, 26, 26, 7, 1
2017/4/1, 56, 47, 55, 15, 3
2017/4/2, 98, 51, 49, 14, 3
2017/4/3, 99, 54, 45, 10, 3
2017/4/4, 102, 50, 38, 13, 1
2017/4/5, 87, 46, 25, 16, 2
2017/4/6, 87, 35, 14, 19, 3
2017/4/7, 78, 28, 10, 18, 5
2017/4/8, 70, 24, 5, 21, 4
2017/4/9, 67, 25, 5, 26, 3
2017/4/10, 62, 29, 3, 27, 3
2017/4/11, 68, 24, 8, 19, 2
2017/4/12, 61, 26, 22, 16, 3
2017/4/13, 62, 39, 32, 14, 3
2017/4/14, 78, 39, 34, 14, 4
2017/4/15, 81, 36, 32, 12, 3
2017/4/16, 84, 31, 16, 24, 4
2017/4/17, 75, 39, 16, 41, 5
2017/4/18, 90, 34, 15, 30, 5
2017/4/19, 77, 20, 9, 19, 3
2017/4/20, 57, 34, 7, 33, 2
2017/4/21, 77, 36, 22, 20, 2
2017/4/22, 72, 41, 32, 14, 2
2017/4/23, 82, 56, 45, 12, 2
2017/4/24, 103, 50, 45, 16, 2
2017/4/25, 97, 57, 31, 20, 1
2017/4/26, 132, 28, 15, 21, 1
2017/4/27, 78, 24, 31, 17, 2
2017/4/28, 53, 39, 39, 22, 3
2017/4/29, 76, 43, 49, 20, 4
2017/4/30, 89, 42, 51, 13, 3
2017/5/1, 82, 36, 19, 19, 3
2017/5/2, 71, 26, 11, 14, 4
2017/5/3, 59, 23, 7, 30, 4
2017/5/4, 57, 41, 16, 56, 7
2017/5/5, 92, 59, 50, 44, 9
2017/5/6, 138, 32, 39, 9, 2
2017/5/7, 75, 43, 35, 14, 3
2017/5/8, 80, 34, 22, 46, 6
2017/5/9, 76, 59, 59, 46, 12
2017/5/10, 138, 37, 41, 15, 3
2017/5/11, 85, 39, 15, 39, 5
2017/5/12, 80, 35, 2, 44, 11
2017/5/13, 76, 34, 44, 23, 5
2017/5/14, 90, 14, 27, 15, 3
2017/5/15, 40, 10, 24, 19, 3
2017/5/16, 27, 24, 38, 13, 2
2017/5/17, 54, 34, 45, 12, 2
2017/5/18, 75, 33, 39, 16, 2
2017/5/19, 67, 13, 34, 11, 1
2017/5/20, 41, 19, 36, 7, 2
2017/5/21, 54, 22, 28, 10, 2
2017/5/22, 55, 25, 21, 12, 2
2017/5/23, 66, 23, 14, 28, 3
2017/5/24, 69, 19, 28, 17, 2
2017/5/25, 49, 29, 29, 18, 3
2017/5/26, 66, 35, 51, 17, 3
2017/5/27, 74, 46, 84, 9, 3
2017/5/28, 88, 31, 44, 10, 2
2017/5/29, 65, 27, 34, 9, 1
2017/5/30, 65, 25, 15, 25, 3
2017/5/31, 63, 20, 7, 22, 2
2017/6/1, 49, 28, 9, 24, 4
2017/6/2, 61, 30, 12, 24, 2
2017/6/3, 68, 26, 9, 25, 1
2017/6/4, 64, 26, 12, 17, 3
2017/6/5, 56, 23, 11, 15, 3
2017/6/6, 46, 12, 12, 13, 2
2017/6/7, 27, 10, 11, 13, 3
2017/6/8, 30, 11, 11, 11, 2
2017/6/9, 31, 13, 12, 14, 4
2017/6/10, 36, 14, 16, 14, 4
2017/6/11, 44, 10, 15, 7, 2
2017/6/12, 20, 13, 9, 26, 3
2017/6/13, 38, 32, 7, 30, 4
2017/6/14, 63, 33, 6, 29, 3
2017/6/15, 67, 27, 6, 31, 2
2017/6/16, 62, 14, 5, 29, 3
2017/6/17, 40, 10, 4, 26, 3
2017/6/18, 36, 15, 3, 33, 4
2017/6/19, 44, 18, 2, 34, 5
2017/6/20, 46, 21, 5, 30, 4
2017/6/21, 52, 24, 9, 24, 3
2017/6/22, 58, 16, 6, 18, 3
2017/6/23, 33, 15, 6, 21, 3
2017/6/24, 43, 17, 8, 19, 3
2017/6/25, 38, 19, 7, 21, 3
2017/6/26, 40, 21, 5, 20, 2
2017/6/27, 39, 21, 5, 21, 3
2017/6/28, 40, 18, 6, 24, 3
2017/6/29, 40, 13, 10, 17, 3
2017/6/30, 35, 15, 5, 18, 1
2017/1/2, 83, 41, 28, 27, 4
2017/1/3, 84, 39, 33, 15, 4
2017/1/4, 80, 33, 29, 26, 3
2017/1/5, 71, 38, 32, 17, 4
2017/1/6, 89, 33, 31, 15, 3
2017/1/7, 84, 49, 29, 38, 4
2017/1/8, 110, 48, 36, 18, 3
2017/1/9, 100, 49, 37, 13, 3
2017/1/10, 102, 59, 35, 17, 4
2017/1/11, 140, 65, 26, 23, 3
2017/1/12, 146, 25, 6, 25, 2
2017/1/13, 56, 19, 12, 18, 2
2017/1/14, 52, 31, 14, 17, 3
2017/1/15, 78, 34, 27, 14, 3
2017/1/16, 75, 37, 28, 17, 3
2017/1/17, 68, 45, 22, 23, 3
2017/1/18, 83, 48, 19, 33, 4
2017/1/19, 106, 36, 24, 22, 3
2017/1/20, 68, 48, 25, 23, 4
2017/1/21, 100, 56, 33, 20, 5
2017/1/22, 121, 58, 38, 19, 5
2017/1/23, 110, 57, 38, 15, 4
2017/1/24, 101, 42, 31, 16, 2
2017/1/25, 76, 46, 29, 18, 2
2017/1/26, 96, 41, 33, 23, 2
2017/1/27, 84, 40, 30, 13, 3
2017/1/28, 95, 33, 31, 10, 1
2017/1/29, 74, 25, 22, 17, 1
2017/1/30, 61, 40, 20, 11, 1
2017/1/31, 79, 34, 25, 16, 2
2017/2/1, 78, 38, 27, 11, 2
2017/2/2, 65, 36, 29, 17, 2
2017/2/3, 78, 32, 29, 18, 2
2017/2/4, 71, 27, 21, 27, 3
2017/2/5, 78, 39, 36, 13, 2
2017/2/6, 84, , , , 
2017/2/11, 130, 57, 42, 19, 3
2017/2/12, 134, 48, 41, 20, 3
2017/2/13, 93, 35, 39, 14, 2
2017/2/14, 70, 39, 43, 16, 3
2017/2/15, 73, 38, 34, 27, 3
2017/2/16, 71, 39, 27, 35, 3
2017/2/17, 86, 37, 37, 27, 2
2017/2/18, 86, 46, 40, 15, 1
2017/2/19, 107, 43, 31, 26, 2
2017/2/20, 95, 35, 33, 11, 2
2017/2/21, 79, 23, 28, 16, 2
2017/2/22, 64, 46, 12, 28, 3
2017/2/23, 105, 25, 9, 22, 2
2017/2/24, 63, 22, 9, 25, 2
2017/2/25, 45, 15, 22, 19, 2
2017/2/26, 48, 38, 43, 17, 4
2017/2/27, 80, 54, 45, 16, 4
2017/2/28, 110, 69, 36, 37, 5
2017/3/1, 147, 59, 38, 22, 5
2017/3/2, 96, 62, 44, 14, 5
2017/3/3, 104, 52, 38, 15, 4
2017/3/4, 99, 48, 31, 18, 3
2017/3/5, 91, 38, 31, 28, 3
2017/3/6, 83, 48, 37, 14, 4
2017/3/7, 95, 37, 18, 20, 3
2017/3/8, 88, 53, 31, 18, 4
2017/3/9, 124, 64, 37, 17, 3
2017/3/10, 120, 23, 33, 11, 3
2017/3/11, 59, 28, 38, 11, 3
2017/3/12, 66, 43, 23, 24, 3
2017/3/13, 101, 25, 29, 19, 3
2017/3/14, 59, 42, 36, 13, 3
2017/3/15, 70, 48, 37, 15, 2
2017/3/16, 89, 43, 27, 12, 1
2017/3/17, 99, 40, 29, 11, 1
2017/3/18, 92, 39, 25, 12, 1
2017/3/19, 88, 36, 26, 19, 1
2017/3/20, 79, 32, 33, 17, 1
2017/3/21, 82, 47, 39, 12, 1
2017/3/22, 90, 44, 33, 16, 2
2017/3/23, 93, 36, 41, 11, 2
2017/3/24, 71, 33, 27, 18, 1
2017/3/25, 67, 27, 20, 13, 1
2017/3/26, 50, 51, 42, 16, 3
2017/3/27, 74, 61, 48, 11, 3
2017/3/28, 97, 61, 44, 13, 2
2017/3/29, 105, 63, 37, 12, 2
2017/3/30, 115, 41, 25, 28, 1
2017/3/31, 90, 27, 32, 21, 1
2016/10/1, 43, 13, 21, 16, 
2016/10/2, 38, 14, 16, 17, 
2016/10/3, 40, 20, 21, 17, 1
2016/10/4, 55, 28, 37, 18, 1
2016/10/5, 73, 24, 31, 23, 1
2016/10/6, 64, 22, 17, 23, 1
2016/10/7, 57, 26, 19, 19, 1
2016/10/8, 68, 22, 29, 17, 1
2016/10/9, 61, 30, 34, 18, 1
2016/10/10, 74, 17, 22, 18, 
2016/10/11, 50, 20, 19, 16, 
2016/10/12, 56, 23, 38, 17, 1
2016/10/13, 58, 32, 45, 15, 1
2016/10/14, 67, 38, 40, 20, 1
2016/10/15, 82, 30, 34, 17, 1
2016/10/16, 76, 31, 21, 15, 1
2016/10/17, 74, 10, 15, 9, 
2016/10/18, 27, 14, 22, 15, 
2016/10/19, 37, 34, 23, 36, 3
2016/10/20, 77, 26, 16, 19, 2
2016/10/21, 65, 31, 18, 40, 2
2016/10/22, 77, 24, 15, 20, 2
2016/10/23, 71, 14, 11, 18, 2
2016/10/24, 49, 18, 23, 17, 2
2016/10/25, 52, 21, 27, 15, 2
2016/10/26, 63, 16, 21, 16, 2
2016/10/27, 53, 13, 19, 17, 2
2016/10/28, 42, 29, 32, 18, 2
2016/10/29, 73, 29, 31, 15, 2
2016/10/30, 73, 39, 39, 22, 3
2016/10/31, 81, 31, 20, 22, 2
2016/11/1, 72, 26, 24, 19, 2
2016/11/2, 63, 28, 25, 21, 2
2016/11/3, 70, 33, 29, 32, 3
2016/11/4, 74, 39, 35, 29, 3
2016/11/5, 84, 39, 45, 20, 3
2016/11/6, 88, 35, 38, 17, 2
2016/11/7, 80, 35, 29, 22, 3
2016/11/8, 73, 28, 18, 20, 2
2016/11/9, 65, 14, 8, 23, 2
2016/11/10, 38, 23, 23, 23, 2
2016/11/11, 58, 35, 42, 17, 3
2016/11/12, 78, 31, 41, 15, 2
2016/11/13, 73, 31, 31, 35, 4
2016/11/14, 74, 45, 48, 35, 6
2016/11/15, 106, 40, 39, 14, 2
2016/11/16, 87, 45, 39, 19, 3
2016/11/17, 97, 48, 38, 17, 3
2016/11/18, 108, 40, 40, 15, 3
2016/11/19, 88, 29, 36, 10, 3
2016/11/20, 69, 19, 22, 13, 2
2016/11/21, 39, 11, 17, 13, 2
2016/11/22, 35, 7, 19, 17, 2
2016/11/23, 24, 12, 18, 16, 2
2016/11/24, 35, 18, 21, 17, 2
2016/11/25, 51, 16, 15, 20, 2
2016/11/26, 43, 11, 18, 21, 2
2016/11/27, 37, 23, 28, 21, 3
2016/11/28, 58, 46, 29, 26, 4
2016/11/29, 82, 50, 32, 25, 4
2016/11/30, 92, 55, 27, 29, 4
2016/12/1, 113, 59, 32, 23, 4
2016/12/2, 130, 61, 32, 23, 5
2016/12/3, 134, 57, 27, 35, 5
2016/12/4, 116, 61, 23, 40, 6
2016/12/5, 133, 56, 27, 24, 5
2016/12/6, 108, 69, 33, 31, 6
2016/12/7, 148, 67, 41, 26, 6
2016/12/8, 148, 53, 35, 26, 5
2016/12/9, 118, 53, 45, 23, 5
2016/12/10, 94, 49, 37, 11, 4
2016/12/11, 94, 39, 29, 19, 4
2016/12/12, 71, 40, 27, 32, 3
2016/12/13, 76, 44, 29, 25, 3
2016/12/14, 83, 44, 27, 24, 3
2016/12/15, 84, 49, 30, 23, 4
2016/12/16, 99, 51, 31, 22, 5
2016/12/17, 96, 49, 34, 19, 4
2016/12/18, 88, 41, 38, 21, 4
2016/12/19, 74, 41, 33, 20, 4
2016/12/20, 77, 28, 25, 19, 3
2016/12/21, 62, 30, 25, 31, 3
2016/12/22, 71, 32, 36, 21, 3
2016/12/23, 68, 53, 35, 18, 4
2016/12/24, 94, 52, 32, 13, 4
2016/12/25, 99, 51, 25, 34, 5
2016/12/26, 102, 32, 21, 17, 3
2016/12/27, 57, 41, 20, 21, 5
2016/12/28, 83, 50, 25, 24, 6
2016/12/29, 97, 56, 27, 27, 6
2016/12/30, 102, 57, 36, 21, 6
2016/12/31, 108, , , , 
2016/7/1, 39, 23, 7, 28, 3
2016/7/2, 54, 16, 7, 24, 3
2016/7/3, 44, 15, 8, 22, 3
2016/7/4, 38, 13, 13, 18, 3
2016/7/5, 32, 17, 19, 20, 3
2016/7/6, 40, 24, 20, 24, 4
2016/7/7, 55, 50, 45, 71, 9
2016/7/8, 115, 60, 61, 72, 11
2016/7/9, 138, 19, 20, 40, 4
2016/7/10, 53, 22, 10, 36, 4
2016/7/11, 54, 18, 6, 40, 4
2016/7/12, 51, 21, 11, 29, 3
2016/7/13, 54, 31, 3, 36, 4
2016/7/14, 71, 35, 5, 33, 3
2016/7/15, 72, 32, 5, 29, 3
2016/7/16, 68, 26, 7, 25, 3
2016/7/17, 63, 26, 6, 27, 4
2016/7/18, 61, 24, 3, 28, 4
2016/7/19, 57, 22, 3, 28, 4
2016/7/20, 49, 21, 5, 29, 5
2016/7/21, 52, 20, 6, 30, 4
2016/7/22, 53, 20, 11, 29, 4
2016/7/23, 52, 17, 10, 28, 6
2016/7/24, 46, 16, 12, 24, 5
2016/7/25, 46, 14, 17, 14, 3
2016/7/26, 46, 16, 8, 24, 4
2016/7/27, 37, 20, 4, 28, 5
2016/7/28, 52, 26, 11, 39, 6
2016/7/29, 59, 35, 19, 46, 8
2016/7/30, 79, 36, 41, 18, 5
2016/7/31, 87, 42, 30, 47, 7
2016/8/1, 99, 19, 21, 20, 3
2016/8/2, 50, 19, 14, 23, 4
2016/8/3, 48, 13, 11, 15, 4
2016/8/4, 33, 22, 11, 26, 4
2016/8/5, 57, 29, 10, 45, 8
2016/8/6, 71, 26, 17, 37, 5
2016/8/7, 68, 32, 18, 44, 6
2016/8/8, 79, 34, 12, 50, 6
2016/8/9, 82, 25, 21, 40, 5
2016/8/10, 68, 22, 21, 41, 5
2016/8/11, 62, 23, 9, 48, 6
2016/8/12, 67, 12, 22, 16, 4
2016/8/13, 37, 7, 18, 13, 3
2016/8/14, 26, 10, 16, 19, 3
2016/8/15, 28, 10, 14, 19, 3
2016/8/16, 34, 9, 20, 12, 3
2016/8/17, 25, 20, 18, 18, 3
2016/8/18, 44, 27, 15, 20, 4
2016/8/19, 56, 42, 8, 38, 5
2016/8/20, 85, 21, 35, 35, 4
2016/8/21, 56, 25, 36, 14, 4
2016/8/22, 62, 22, 19, 21, 5
2016/8/23, 55, 25, 26, 15, 5
2016/8/24, 65, 33, 29, 19, 5
2016/8/25, 81, 33, 22, 40, 7
2016/8/26, 76, 27, 43, 31, 6
2016/8/27, 70, 40, 36, 24, 4
2016/8/28, 79, 47, 35, 24, 5
2016/8/29, 104, 40, 50, 37, 6
2016/8/30, 83, 42, 33, 50, 8
2016/8/31, 93, 26, 10, 35, 5
2016/9/1, 54, 24, 7, 33, 5
2016/9/2, 48, 25, 12, 36, 6
2016/9/3, 68, 31, 40, 13, 5
2016/9/4, 82, 24, 31, 19, 5
2016/9/5, 65, 16, 16, 30, 6
2016/9/6, 45, 20, 9, 36, 6
2016/9/7, 57, 20, 2, 36, 5
2016/9/8, 53, 19, 4, 37, 2
2016/9/9, 55, 14, 4, 27, 2
2016/9/10, 44, 13, 12, 17, 1
2016/9/11, 41, 21, 27, 21, 1
2016/9/12, 54, 21, 32, 22, 1
2016/9/13, 52, 39, 38, 44, 4
2016/9/14, 89, 30, 32, 30, 2
2016/9/15, 77, 15, 28, 19, 1
2016/9/16, 45, 26, 35, 26, 3
2016/9/17, 61, 24, 26, 27, 2
2016/9/18, 65, 25, 26, 19, 1
2016/9/19, 69, 36, 46, 26, 1
2016/9/20, 93, 36, 52, 17, 2
2016/9/21, 79, 33, 46, 18, 1
2016/9/22, 69, 29, 38, 16, 1
2016/9/23, 66, 28, 39, 14, 1
2016/9/24, 65, 38, 44, 18, 2
2016/9/25, 84, 51, 43, 49, 4
2016/9/26, 119, 58, 48, 57, 5
2016/9/27, 141, 58, 30, 57, 3
2016/9/28, 128, 37, 22, 38, 2
2016/9/29, 78, 49, 14, 52, 4
2016/9/30, 101, 16, 18, 20, 1
2016/4/1, 119, 54, 27, 18, 3
2016/4/2, 113, 42, 20, 21, 3
2016/4/3, 93, 27, 12, 23, 4
2016/4/4, 68, 25, 10, 26, 4
2016/4/5, 57, 25, 12, 18, 4
2016/4/6, 66, 27, 8, 21, 4
2016/4/7, 69, 27, 7, 24, 4
2016/4/8, 75, 30, 5, 27, 4
2016/4/9, 75, 22, 23, 27, 4
2016/4/10, 55, 15, 32, 14, 4
2016/4/11, 39, 24, 32, 13, 4
2016/4/12, 49, 21, 17, 38, 4
2016/4/13, 61, 21, 20, 26, 4
2016/4/14, 68, 16, 32, 17, 4
2016/4/15, 57, 43, 28, 25, 5
2016/4/16, 93, 19, 4, 19, 5
2016/4/17, 75, 21, 29, 27, 5
2016/4/18, 52, 30, 42, 13, 4
2016/4/19, 54, 44, 42, 14, 4
2016/4/20, 73, 31, 16, 32, 5
2016/4/21, 80, 25, 4, 40, 5
2016/4/22, 68, 21, 4, 36, 5
2016/4/23, 59, 19, 8, 41, 5
2016/4/24, 55, 22, 3, 37, 5
2016/4/25, 71, 20, 4, 31, 3
2016/4/26, 74, 26, 5, 44, 5
2016/4/27, 93, 31, 28, 34, 5
2016/4/28, 81, 44, 65, 13, 4
2016/4/29, 84, 60, 70, 14, 4
2016/4/30, 110, 36, 43, 12, 2
2016/5/1, 80, 34, 33, 20, 3
2016/5/2, 94, 19, 8, 30, 4
2016/5/3, 63, 16, 15, 30, 4
2016/5/4, 56, 19, 4, 25, 4
2016/5/5, 89, 19, 8, 25, 3
2016/5/6, 72, 18, 9, 21, 4
2016/5/7, 61, 7, 12, 18, 4
2016/5/8, 52, 10, 10, 24, 4
2016/5/9, 54, 29, 8, 26, 4
2016/5/10, 60, 26, 42, 21, 3
2016/5/11, 62, 42, 50, 12, 1
2016/5/12, 84, 39, 39, 14, 2
2016/5/13, 82, 31, 34, 9, 1
2016/5/14, 71, 27, 26, 15, 2
2016/5/15, 65, 30, 40, 30, 2
2016/5/16, 58, 28, 41, 14, 1
2016/5/17, 59, 37, 59, 15, 2
2016/5/18, 70, 37, 45, 14, 2
2016/5/19, 73, 31, 32, 20, 1
2016/5/20, 70, 25, 14, 48, 3
2016/5/21, 64, 19, 32, 26, 2
2016/5/22, 52, 27, 23, 35, 3
2016/5/23, 69, 41, 48, 44, 7
2016/5/24, 103, 21, 31, 18, 2
2016/5/25, 64, 23, 28, 12, 1
2016/5/26, 66, 17, 21, 18, 1
2016/5/27, 39, 23, 14, 33, 2
2016/5/28, 54, 28, 6, 30, 2
2016/5/29, 59, 28, 7, 31, 2
2016/5/30, 58, 26, 6, 29, 2
2016/5/31, 57, 26, 6, 27, 2
2016/6/1, 58, 27, 9, 30, 2
2016/6/2, 58, 31, 9, 33, 2
2016/6/3, 64, 27, 9, 33, 2
2016/6/4, 59, 15, 18, 30, 2
2016/6/5, 44, 15, 12, 31, 3
2016/6/6, 42, 15, 18, 26, 3
2016/6/7, 46, 14, 16, 29, 2
2016/6/8, 40, 10, 21, 15, 2
2016/6/9, 32, 13, 18, 20, 2
2016/6/10, 38, 18, 5, 34, 2
2016/6/11, 44, 22, 9, 33, 2
2016/6/12, 51, 36, 9, 38, 2
2016/6/13, 69, 31, 10, 34, 2
2016/6/14, 62, 34, 8, 34, 2
2016/6/15, 67, 29, 8, 36, 3
2016/6/16, 63, 25, 4, 41, 4
2016/6/17, 62, 20, 4, 30, 3
2016/6/18, 50, 11, 13, 16, 3
2016/6/19, 32, 16, 10, 19, 3
2016/6/20, 36, 19, 6, 27, 3
2016/6/21, 46, 19, 8, 31, 5
2016/6/22, 49, 17, 8, 33, 6
2016/6/23, 46, 16, 10, 27, 4
2016/6/24, 44, 12, 12, 18, 3
2016/6/25, 36, 11, 13, 15, 2
2016/6/26, 34, 14, 15, 14, 2
2016/6/27, 40, 15, 8, 21, 3
2016/6/28, 38, 15, 11, 21, 3
2016/6/29, 34, 19, 10, 29, 3
2016/6/30, 44, 15, 7, 23, 3
2016/1/4, 49, 27, 17, 27, 4
2016/1/5, 79, 23, 21, 25, 4
2016/1/6, 65, 34, 30, 19, 4
2016/1/7, 69, 47, 27, 26, 4
2016/1/8, 97, 49, 36, 12, 4
2016/1/9, 97, 58, 34, 13, 5
2016/1/10, 122, 21, 21, 24, 4
2016/1/11, 51, 28, 10, 19, 4
2016/1/12, 60, , , , 
2016/1/14, 105, 33, 26, 15, 3
2016/1/15, 84, 36, 24, 9, 3
2016/1/16, 91, 27, 20, 23, 4
2016/1/17, 81, 34, 22, 21, 4
2016/1/18, 73, 52, 28, 21, 5
2016/1/19, 108, 56, 33, 11, 4
2016/1/20, 128, 27, 19, 15, 3
2016/1/21, 69, 17, 7, 16, 3
2016/1/22, 45, 34, 14, 18, 7
2016/1/23, 77, 52, 26, 12, 7
2016/1/24, 93, 56, 29, 25, 6
2016/1/25, 73, 52, 20, 35, 6
2016/1/26, 78, 28, 18, 28, 3
2016/1/27, 65, 18, 22, 21, 3
2016/1/28, 51, 5, 17, 18, 2
2016/1/29, 18, 23, 27, 18, 2
2016/1/30, 61, 35, 28, 11, 2
2016/1/31, 68, 19, 12, 21, 2
2016/2/1, 42, 25, 7, 24, 2
2016/2/2, 57, 35, 16, 20, 3
2016/2/3, 83, 60, 13, 42, 6
2016/2/4, 132, 44, 23, 26, 2
2016/2/5, 105, 59, 38, 16, 4
2016/2/6, 123, 42, 36, 18, 4
2016/2/7, 75, 49, 35, 28, 5
2016/2/8, 91, 46, 38, 18, 3
2016/2/9, 80, 37, 38, 10, 3
2016/2/10, 68, 74, 29, 17, 2
2016/2/11, 103, 26, 19, 20, 1
2016/2/12, 78, 26, 4, 29, 2
2016/2/13, 71, 30, 15, 29, 3
2016/2/14, 84, 32, 21, 17, 2
2016/2/15, 71, 42, 17, 19, 3
2016/2/16, 86, 52, 20, 20, 2
2016/2/17, 97, 34, 19, 20, 2
2016/2/18, 78, 36, 28, 23, 2
2016/2/19, 81, 48, 32, 24, 3
2016/2/20, 100, 83, 39, 13, 4
2016/2/21, 131, 98, 33, 23, 3
2016/2/22, 130, 41, 5, 25, 2
2016/2/23, 78, 22, 12, 17, 2
2016/2/24, 39, 35, 15, 18, 2
2016/2/25, 71, 58, 21, 22, 2
2016/2/26, 105, 62, 11, 34, 4
2016/2/27, 128, 35, 24, 30, 3
2016/2/28, 71, 53, 41, 35, 4
2016/2/29, 96, 84, 46, 12, 3
2016/3/1, 152, 64, 47, 14, 3
2016/3/2, 114, 51, 32, 25, 2
2016/3/3, 86, 48, 27, 24, 3
2016/3/4, 78, 41, 25, 24, 3
2016/3/5, 70, 37, 5, 42, 7
2016/3/6, 66, 38, 19, 29, 5
2016/3/7, 87, 35, 24, 20, 2
2016/3/8, 80, 27, 14, 22, 2
2016/3/9, 66, 14, 22, 16, 2
2016/3/10, 16, 14, 11, 20, 3
2016/3/11, 47, , 21, 14, 3
2016/3/12, 88, , 20, 21, 3
2016/3/13, 73, , 12, 18, 3
2016/3/14, 47, 49, 35, 16, 4
2016/3/15, 93, 40, 30, 16, 2
2016/3/16, 94, 19, 22, 17, 3
2016/3/17, 49, 43, 18, 29, 4
2016/3/18, 94, 34, 3, 28, 4
2016/3/19, 68, 46, 45, 12, 4
2016/3/20, 101, 37, 35, 15, 3
2016/3/21, 76, 28, 36, 14, 3
2016/3/22, 50, 30, 25, 25, 3
2016/3/23, 67, 16, 24, 18, 3
2016/3/24, 36, 43, 23, 28, 4
2016/3/25, 80, 53, 39, 27, 6
2016/3/26, 82, 47, 43, 29, 6
2016/3/27, 85, 57, 62, 17, 6
2016/3/28, 99, 52, 45, 22, 5
2016/3/29, 86, 68, 46, 26, 5
2016/3/30, 108, 73, 4, 61, 11
2016/3/31, 135, 59, 21, 42, 9
2015/10/1, 86, 38, 33, 20, 2
2015/10/2, 77, 40, 31, 17, 1
2015/10/3, 78, 19, 21, 8, 1
2015/10/4, 33, 20, 17, 9, 1
2015/10/5, 35, 22, 21, 11, 1
2015/10/6, 47, 25, 15, 25, 2
2015/10/7, 57, 38, 33, 54, 6
2015/10/8, 83, 32, 30, 30, 3
2015/10/9, 67, 33, 21, 24, 2
2015/10/10, 71, 26, 27, 17, 2
2015/10/11, 56, 39, 27, 32, 3
2015/10/12, 70, 58, 69, 25, 4
2015/10/13, 112, 67, 79, 21, 4
2015/10/14, 141, 60, 61, 23, 3
2015/10/15, 126, 63, 47, 34, 5
2015/10/16, 141, 58, 49, 31, 4
2015/10/17, 122, 58, 54, 24, 5
2015/10/18, 113, 62, 48, 31, 6
2015/10/19, 134, 58, 33, 37, 6
2015/10/20, 115, 42, 30, 27, 4
2015/10/21, 86, 39, 35, 30, 5
2015/10/22, 77, 49, 38, 32, 5
2015/10/23, 92, 44, 38, 17, 4
2015/10/24, 90, 36, 35, 8, 2
2015/10/25, 77, 39, 32, 14, 3
2015/10/26, 80, 46, 28, 32, 5
2015/10/27, 92, 43, 26, 31, 8
2015/10/28, 101, 45, 36, 13, 2
2015/10/29, 98, 43, 29, 16, 2
2015/10/30, 88, 36, 35, 11, 2
2015/10/31, 75, 35, 25, 16, 3
2015/11/1, 70, 36, 21, 27, 3
2015/11/2, 65, 48, 40, 19, 4
2015/11/3, 93, 55, 43, 20, 4
2015/11/4, 110, 36, 37, 18, 4
2015/11/5, 76, 21, 25, 12, 2
2015/11/6, 48, 16, 23, 11, 3
2015/11/7, 38, 18, 18, 12, 3
2015/11/8, 41, 17, 14, 16, 3
2015/11/9, 36, 32, 33, 15, 3
2015/11/10, 66, 44, 42, 13, 2
2015/11/11, 87, 35, 33, 10, 2
2015/11/12, 65, 31, 30, 16, 2
2015/11/13, 64, 29, 32, 25, 3
2015/11/14, 61, 29, 37, 8, 2
2015/11/15, 60, 29, 31, 14, 2
2015/11/16, 53, 22, 19, 17, 2
2015/11/17, 45, 21, 13, 22, 3
2015/11/18, 47, 22, 22, 14, 3
2015/11/19, 44, 43, 34, 15, 3
2015/11/20, 80, 44, 39, 13, 3
2015/11/21, 77, 42, 40, 14, 3
2015/11/22, 79, 41, 36, 22, 3
2015/11/23, 69, 35, 37, 16, 3
2015/11/24, 61, 46, 34, 21, 3
2015/11/25, 68, 36, 20, 23, 3
2015/11/26, 50, 43, 31, 19, 4
2015/11/27, 62, 48, 37, 16, 4
